null,zero,,lang/de_lessons/audio/null.mp3
eins,one,,lang/de_lessons/audio/eins.mp3
zwei,two,,lang/de_lessons/audio/zwei.mp3
drei,three,,lang/de_lessons/audio/drei.mp3
vier,four,,lang/de_lessons/audio/vier.mp3
fünf,five,,lang/de_lessons/audio/fünf.mp3
sechs,six,,lang/de_lessons/audio/sechs.mp3
sieben,seven,,lang/de_lessons/audio/sieben.mp3
acht,eight,,lang/de_lessons/audio/acht.mp3
neun,nine,,lang/de_lessons/audio/neun.mp3
zehn,ten,,lang/de_lessons/audio/zehn.mp3
elf,eleven,,lang/de_lessons/audio/elf.mp3
zwölf,twelve,,lang/de_lessons/audio/zwölf.mp3
dreizehn,thirteen,,lang/de_lessons/audio/dreizehn.mp3
vierzehn,fourteen,,lang/de_lessons/audio/vierzehn.mp3
fünfzehn,fifteen,,lang/de_lessons/audio/fünfzehn.mp3
zwanzig,twenty,,lang/de_lessons/audio/zwanzig.mp3
einundzwanzig,twenty one,,lang/de_lessons/audio/einundzwanzig.mp3
zweiundzwanzig,twenty two,,lang/de_lessons/audio/zweiundzwanzig.mp3
