der Schwiegervater,father-in-law,,lang/de_lessons/audio/der_schwiegervater.mp3
die Schwiegermutter,mother-in-law,,lang/de_lessons/audio/die_schwiegermutter.mp3
die Schwiegertochter,daughter-in-law,,lang/de_lessons/audio/die_schwiegertochter.mp3
der Schwiegersohn,son-in-law,,lang/de_lessons/audio/der_schwiegersohn.mp3
der Schwager,brother-in-law,,lang/de_lessons/audio/der_schwager.mp3
die Schwägerin,sister-in-law,,lang/de_lessons/audio/die_schwägerin.mp3
der Stiefvater,stepfather,,lang/de_lessons/audio/der_stiefvater.mp3
die Stiefmutter,stepmother,,lang/de_lessons/audio/die_stiefmutter.mp3
der Stiefsohn,stepson,,lang/de_lessons/audio/der_stiefsohn.mp3
die Stieftochter,stepdaughter,,lang/de_lessons/audio/die_stieftochter.mp3
der Onkel,uncle,,lang/de_lessons/audio/der_onkel.mp3
die Tante,aunt,,lang/de_lessons/audio/die_tante.mp3
der Neffe,newphew,,lang/de_lessons/audio/der_neffe.mp3
die Nichte,niece,,lang/de_lessons/audio/die_nichte.mp3
der Cousin,cousin,,lang/de_lessons/audio/der_cousin.mp3
die Cousine,cousin,,lang/de_lessons/audio/die_cousine.mp3
die Großfamilie,extended family,,lang/de_lessons/audio/die_großfamilie.mp3
der Freund,friend,,lang/de_lessons/audio/der_freund.mp3
die Freundin,friend,,lang/de_lessons/audio/die_freundin.mp3
der Kollege,colleague,,lang/de_lessons/audio/der_kollege.mp3
die Kollegin,colleague,,lang/de_lessons/audio/die_kollegin.mp3
das Baby,baby,,lang/de_lessons/audio/das_baby.mp3
das Kind,child,,lang/de_lessons/audio/das_kind.mp3
der Teenager,teenager,,lang/de_lessons/audio/der_teenager.mp3
