Wie alt bist du?,How old are you?,How old are you?,lang/de_lessons/audio/wie_alt_bist_du.mp3
Ich bin zwanzig Jahre alt,I am twenty years old,I am twenty years old,lang/de_lessons/audio/ich_bin_zwanzig_jahre_alt.mp3
Was machst du beruflich?,What do you do for a living?,What make you professionally?,lang/de_lessons/audio/was_machst_du_beruflich.mp3
Ich bin Student,I am a student,I am student,lang/de_lessons/audio/ich_bin_student.mp3
