Ich mag Pizza,I like pizza,I like pizza,lang/de_lessons/audio/ich_mag_pizza.mp3
Was isst du gern?,What do you like to eat?,What eat you gladly?,lang/de_lessons/audio/was_isst_du_gern.mp3
Ich trinke Wasser,I drink water,I drink water,lang/de_lessons/audio/ich_trinke_wasser.mp3
